"service_date","day_type","bus","rail_boardings","total_rides"
"07/13/2007","W","956,346","676,306","1,632,652"
"07/14/2007","A","687,968","383,132","1,071,100"
"07/15/2007","U","489,228","289,728","778,956"
"07/16/2007","W","939,642","627,282","1,566,924"
"07/17/2007","W","945,057","637,429","1,582,486"
"07/18/2007","W","939,708","654,848","1,594,556"
"07/19/2007","W","935,717","648,112","1,583,829"
"07/20/2007","W","959,207","655,992","1,615,199"
"07/21/2007","A","685,445","366,356","1,051,801"
"07/22/2007","U","480,317","266,827","747,144"
"07/23/2007","W","937,452","613,805","1,551,257"
"07/24/2007","W","935,763","624,166","1,559,929"
"07/25/2007","W","939,278","626,658","1,565,936"
"07/26/2007","W","919,288","624,338","1,543,626"
"07/27/2007","W","923,332","625,772","1,549,104"
"07/28/2007","A","641,760","380,163","1,021,923"
"07/29/2007","U","457,951","272,684","730,635"
"07/30/2007","W","917,757","620,439","1,538,196"
"07/31/2007","W","946,285","637,331","1,583,616"
"08/01/2007","W","974,958","643,448","1,618,406"
"08/02/2007","W","944,912","650,901","1,595,813"
"08/03/2007","W","976,842","692,273","1,669,115"
"08/04/2007","A","646,378","422,115","1,068,493"
"08/05/2007","U","457,228","332,786","790,014"
"08/06/2007","W","908,881","591,244","1,500,125"
"08/07/2007","W","930,259","609,984","1,540,243"
"08/08/2007","W","911,127","598,593","1,509,720"
"08/09/2007","W","921,233","610,768","1,532,001"
"08/10/2007","W","942,284","617,817","1,560,101"
"08/11/2007","A","710,009","379,200","1,089,209"
"08/12/2007","U","472,709","262,521","735,230"
"08/13/2007","W","901,029","574,616","1,475,645"
"08/14/2007","W","905,711","605,080","1,510,791"
"08/15/2007","W","906,121","603,458","1,509,579"
"08/16/2007","W","910,468","620,464","1,530,932"
"08/17/2007","W","940,525","629,675","1,570,200"
"08/18/2007","A","613,516","367,895","981,411"
"08/19/2007","U","384,648","241,159","625,807"
"08/20/2007","W","869,663","597,026","1,466,689"
"08/21/2007","W","927,597","600,468","1,528,065"
"08/22/2007","W","929,593","601,469","1,531,062"
"08/23/2007","W","848,806","578,731","1,427,537"
"08/24/2007","W","886,880","605,153","1,492,033"
"08/25/2007","A","660,678","362,365","1,023,043"
"08/26/2007","U","491,356","274,617","765,973"
"08/27/2007","W","952,232","609,440","1,561,672"
"08/28/2007","W","986,289","648,482","1,634,771"
"08/29/2007","W","961,627","640,436","1,602,063"
"08/30/2007","W","968,474","666,661","1,635,135"
"08/31/2007","W","1,012,720","674,373","1,687,093"
"09/01/2007","A","697,334","412,998","1,110,332"
"09/02/2007","U","506,887","328,760","835,647"
"09/03/2007","U","461,629","275,023","736,652"
"09/04/2007","W","1,096,027","666,200","1,762,227"
"09/05/2007","W","1,097,897","689,499","1,787,396"
"09/06/2007","W","1,068,817","689,347","1,758,164"
"09/07/2007","W","1,043,967","668,804","1,712,771"
"09/08/2007","A","700,510","374,022","1,074,532"
"09/09/2007","U","484,803","266,371","751,174"
"09/10/2007","W","1,072,218","676,612","1,748,830"
"09/11/2007","W","1,108,582","679,973","1,788,555"
"09/12/2007","W","1,090,043","680,733","1,770,776"
"09/13/2007","W","1,073,415","664,991","1,738,406"
"09/14/2007","W","1,070,397","669,129","1,739,526"
"09/15/2007","A","642,789","378,741","1,021,530"
"09/16/2007","U","455,579","272,814","728,393"
"09/17/2007","W","1,080,112","675,627","1,755,739"
"09/18/2007","W","1,104,193","689,330","1,793,523"
"09/19/2007","W","1,098,945","692,726","1,791,671"
"09/20/2007","W","1,085,299","682,588","1,767,887"
"09/21/2007","W","1,077,275","697,999","1,775,274"
"09/22/2007","A","678,534","361,587","1,040,121"
"09/23/2007","U","481,232","269,325","750,557"
"09/24/2007","W","1,065,887","649,262","1,715,149"
"09/25/2007","W","1,064,946","664,976","1,729,922"
"09/26/2007","W","1,009,515","660,197","1,669,712"
"09/27/2007","W","1,093,222","675,936","1,769,158"
"09/28/2007","W","1,080,223","680,820","1,761,043"
"09/29/2007","A","678,705","358,750","1,037,455"
"09/30/2007","U","463,947","239,074","703,021"
"10/01/2007","W","1,088,750","652,510","1,741,260"
"10/02/2007","W","1,129,578","669,817","1,799,395"
"10/03/2007","W","1,141,300","678,734","1,820,034"
"10/04/2007","W","1,121,496","682,778","1,804,274"
"10/05/2007","W","1,108,038","681,736","1,789,774"
"10/06/2007","A","693,470","430,713","1,124,183"
"10/07/2007","U","450,253","394,647","844,900"
"10/08/2007","W","857,090","563,619","1,420,709"
"10/09/2007","W","1,119,151","673,318","1,792,469"
"10/10/2007","W","1,075,443","666,054","1,741,497"
"10/11/2007","W","1,080,412","674,960","1,755,372"
"10/12/2007","W","1,081,900","669,582","1,751,482"
"10/13/2007","A","657,864","338,481","996,345"
"10/14/2007","U","452,914","234,730","687,644"
"10/15/2007","W","1,087,003","651,751","1,738,754"
"10/16/2007","W","1,084,935","664,961","1,749,896"
"10/17/2007","W","1,096,384","668,523","1,764,907"
"10/18/2007","W","1,056,395","666,975","1,723,370"
"10/19/2007","W","974,134","654,836","1,628,970"
"10/20/2007","A","731,918","352,442","1,084,360"
"10/21/2007","U","499,779","243,884","743,663"
"10/22/2007","W","1,056,369","648,233","1,704,602"
"10/23/2007","W","1,088,752","662,913","1,751,665"
"10/24/2007","W","1,080,803","662,981","1,743,784"
"10/25/2007","W","1,072,949","672,155","1,745,104"
"10/26/2007","W","1,061,706","659,354","1,721,060"
"10/27/2007","A","678,861","330,492","1,009,353"
"10/28/2007","U","472,765","233,248","706,013"
"10/29/2007","W","1,049,394","639,837","1,689,231"
"10/30/2007","W","1,088,015","654,838","1,742,853"
"10/31/2007","W","1,036,100","646,598","1,682,698"
"11/01/2007","W","1,102,515","662,120","1,764,635"
"11/02/2007","W","1,019,370","640,204","1,659,574"
"11/03/2007","A","718,550","331,447","1,049,997"
"11/04/2007","U","491,005","224,395","715,400"
"11/05/2007","W","1,074,116","645,467","1,719,583"
"11/06/2007","W","1,063,193","655,389","1,718,582"
"11/07/2007","W","1,010,629","643,227","1,653,856"
"11/08/2007","W","1,058,758","663,386","1,722,144"
"11/09/2007","W","1,038,131","658,500","1,696,631"
"11/10/2007","A","699,360","323,757","1,023,117"
"11/11/2007","U","462,568","216,467","679,035"
"11/12/2007","W","843,086","551,847","1,394,933"
"11/13/2007","W","1,095,253","660,671","1,755,924"
"11/14/2007","W","1,073,985","652,294","1,726,279"
"11/15/2007","W","1,056,246","653,620","1,709,866"
"11/16/2007","W","1,063,833","645,494","1,709,327"
"11/17/2007","A","651,609","373,784","1,025,393"
"11/18/2007","U","451,689","224,895","676,584"
"11/19/2007","W","1,045,626","628,079","1,673,705"
"11/20/2007","W","1,055,688","638,081","1,693,769"
"11/21/2007","W","933,046","578,739","1,511,785"
"11/22/2007","U","294,447","157,890","452,337"
"11/23/2007","W","619,195","356,064","975,259"
"11/24/2007","A","541,464","285,732","827,196"
"11/25/2007","U","396,237","221,021","617,258"
"11/26/2007","W","1,009,519","612,439","1,621,958"
"11/27/2007","W","1,044,685","629,784","1,674,469"
"11/28/2007","W","1,030,447","627,268","1,657,715"
"11/29/2007","W","1,015,386","625,742","1,641,128"
"11/30/2007","W","1,064,598","631,624","1,696,222"
"12/01/2007","A","606,838","307,004","913,842"
"12/02/2007","U","423,280","219,797","643,077"
"12/03/2007","W","1,064,265","605,852","1,670,117"
"12/04/2007","W","1,082,140","625,524","1,707,664"
"12/05/2007","W","1,024,462","623,607","1,648,069"
"12/06/2007","W","1,029,586","619,960","1,649,546"
"12/07/2007","W","956,775","609,732","1,566,507"
"12/08/2007","A","636,461","326,501","962,962"
"12/09/2007","U","423,634","215,699","639,333"
"12/10/2007","W","1,036,018","597,674","1,633,692"
"12/11/2007","W","1,002,470","605,203","1,607,673"
"12/12/2007","W","1,051,962","615,293","1,667,255"
"12/13/2007","W","1,039,827","615,948","1,655,775"
"12/14/2007","W","1,045,488","611,182","1,656,670"
"12/15/2007","A","606,795","316,867","923,662"
"12/16/2007","U","412,777","215,055","627,832"
"12/17/2007","W","968,005","564,404","1,532,409"
"12/18/2007","W","1,009,642","582,487","1,592,129"
"12/19/2007","W","1,027,855","587,683","1,615,538"
"12/20/2007","W","1,016,117","578,637","1,594,754"
"12/21/2007","W","1,014,168","563,789","1,577,957"
"12/22/2007","A","613,180","290,854","904,034"
"12/23/2007","U","347,895","184,560","532,455"
"12/24/2007","W","531,176","252,649","783,825"
"12/25/2007","U","249,699","111,582","361,281"
"12/26/2007","W","707,668","399,662","1,107,330"
"12/27/2007","W","773,602","462,843","1,236,445"
"12/28/2007","W","747,807","463,830","1,211,637"
"12/29/2007","A","546,998","277,819","824,817"
"12/30/2007","U","412,003","232,213","644,216"
"12/31/2007","W","669,463","405,727","1,075,190"
"01/01/2008","U","295,571","174,243","469,814"
"01/02/2008","W","699,149","471,241","1,170,390"
"01/03/2008","W","783,950","517,492","1,301,442"
"01/04/2008","W","851,632","537,002","1,388,634"
"01/05/2008","A","568,839","280,264","849,103"
"01/06/2008","U","415,385","207,391","622,776"
"01/07/2008","W","988,485","588,092","1,576,577"
"01/08/2008","W","990,597","592,632","1,583,229"
"01/09/2008","W","1,023,189","604,515","1,627,704"
"01/10/2008","W","998,489","602,398","1,600,887"
"01/11/2008","W","1,022,368","602,428","1,624,796"
"01/12/2008","A","604,388","299,546","903,934"
"01/13/2008","U","391,645","202,380","594,025"
"01/14/2008","W","996,258","607,357","1,603,615"
"01/15/2008","W","1,013,209","616,432","1,629,641"
"01/16/2008","W","1,041,939","626,138","1,668,077"
"01/17/2008","W","998,608","619,823","1,618,431"
"01/18/2008","W","959,859","585,432","1,545,291"
"01/19/2008","A","414,819","231,306","646,125"
"01/20/2008","U","291,354","168,692","460,046"
"01/21/2008","W","611,887","382,753","994,640"
"01/22/2008","W","992,432","615,285","1,607,717"
"01/23/2008","W","974,052","605,979","1,580,031"
"01/24/2008","W","910,998","588,279","1,499,277"
"01/25/2008","W","859,813","565,226","1,425,039"
"01/26/2008","A","572,085","293,979","866,064"
"01/27/2008","U","413,581","213,177","626,758"
"01/28/2008","W","1,025,845","623,259","1,649,104"
"01/29/2008","W","1,011,729","627,428","1,639,157"
"01/30/2008","W","882,014","580,657","1,462,671"
"01/31/2008","W","961,357","626,504","1,587,861"
"02/01/2008","W","911,151","593,534","1,504,685"
"02/02/2008","A","627,807","320,544","948,351"
"02/03/2008","U","416,661","216,443","633,104"
"02/04/2008","W","1,004,041","608,975","1,613,016"
"02/05/2008","W","1,058,756","632,513","1,691,269"
"02/06/2008","W","925,504","609,115","1,534,619"
"02/07/2008","W","1,028,104","633,781","1,661,885"
"02/08/2008","W","1,031,968","622,837","1,654,805"
"02/09/2008","A","627,412","319,751","947,163"
"02/10/2008","U","300,232","176,228","476,460"
"02/11/2008","W","818,840","559,672","1,378,512"
"02/12/2008","W","819,820","553,554","1,373,374"
"02/13/2008","W","1,039,517","630,232","1,669,749"
"02/14/2008","W","1,074,632","640,598","1,715,230"
"02/15/2008","W","1,036,232","618,258","1,654,490"
"02/16/2008","A","649,814","336,935","986,749"
"02/17/2008","U","411,858","218,846","630,704"
"02/18/2008","W","715,974","456,610","1,172,584"
"02/19/2008","W","967,658","595,964","1,563,622"
"02/20/2008","W","961,552","601,847","1,563,399"
"02/21/2008","W","1,001,382","615,384","1,616,766"
"02/22/2008","W","1,021,900","610,589","1,632,489"
"02/23/2008","A","648,822","325,327","974,149"
"02/24/2008","U","439,134","222,548","661,682"
"02/25/2008","W","1,003,187","602,866","1,606,053"
"02/26/2008","W","970,886","605,240","1,576,126"
"02/27/2008","W","1,019,462","617,002","1,636,464"
"02/28/2008","W","1,028,392","620,602","1,648,994"
"02/29/2008","W","1,049,773","618,230","1,668,003"
"03/01/2008","A","668,866","322,061","990,927"
"03/02/2008","U","465,660","229,531","695,191"
"03/03/2008","W","890,785","556,767","1,447,552"
"03/04/2008","W","1,053,813","619,343","1,673,156"
"03/05/2008","W","1,059,027","620,660","1,679,687"
"03/06/2008","W","1,055,418","624,362","1,679,780"
"03/07/2008","W","1,031,200","604,635","1,635,835"
"03/08/2008","A","590,236","294,749","884,985"
"03/09/2008","U","415,621","215,690","631,311"
"03/10/2008","W","1,024,901","606,737","1,631,638"
"03/11/2008","W","1,062,865","633,917","1,696,782"
"03/12/2008","W","1,068,268","640,051","1,708,319"
"03/13/2008","W","1,070,019","642,018","1,712,037"
"03/14/2008","W","1,077,635","647,279","1,724,914"
"03/15/2008","A","645,518","407,380","1,052,898"
"03/16/2008","U","447,363","243,823","691,186"
"03/17/2008","W","897,500","584,885","1,482,385"
"03/18/2008","W","909,978","593,247","1,503,225"
"03/19/2008","W","945,983","608,639","1,554,622"
"03/20/2008","W","955,273","600,735","1,556,008"
"03/21/2008","W","767,583","493,573","1,261,156"
"03/22/2008","A","589,688","288,852","878,540"
"03/23/2008","U","401,640","192,284","593,924"
"03/24/2008","W","1,001,268","570,762","1,572,030"
"03/25/2008","W","1,036,465","596,853","1,633,318"
"03/26/2008","W","1,050,176","603,440","1,653,616"
"03/27/2008","W","986,130","588,572","1,574,702"
"03/28/2008","W","1,053,516","604,448","1,657,964"
"03/29/2008","A","688,035","319,080","1,007,115"
"03/30/2008","U","442,777","233,663","676,440"
"03/31/2008","W","1,008,940","622,143","1,631,083"
"04/01/2008","W","1,114,418","637,976","1,752,394"
"04/02/2008","W","1,118,495","661,969","1,780,464"
"04/03/2008","W","1,112,511","663,802","1,776,313"
"04/04/2008","W","1,115,690","653,351","1,769,041"
"04/05/2008","A","765,299","356,215","1,121,514"
"04/06/2008","U","523,895","249,096","772,991"
"04/07/2008","W","1,084,375","638,419","1,722,794"
"04/08/2008","W","1,063,269","628,618","1,691,887"
"04/09/2008","W","1,092,341","646,940","1,739,281"
"04/10/2008","W","994,944","620,427","1,615,371"
"04/11/2008","W","999,556","629,067","1,628,623"
"04/12/2008","A","664,161","302,616","966,777"
"04/13/2008","U","479,293","216,008","695,301"
"04/14/2008","W","1,088,485","635,754","1,724,239"
"04/15/2008","W","1,127,401","649,135","1,776,536"
"04/16/2008","W","1,064,026","661,463","1,725,489"
"04/17/2008","W","1,091,387","665,873","1,757,260"
"04/18/2008","W","1,097,367","652,105","1,749,472"
"04/19/2008","A","686,540","340,662","1,027,202"
"04/20/2008","U","519,280","266,945","786,225"
"04/21/2008","W","1,088,521","651,232","1,739,753"
"04/22/2008","W","1,085,729","671,423","1,757,152"
"04/23/2008","W","1,055,157","650,232","1,705,389"
"04/24/2008","W","1,021,163","649,514","1,670,677"
"04/25/2008","W","1,054,844","629,468","1,684,312"
"04/26/2008","A","698,927","319,314","1,018,241"
"04/27/2008","U","481,571","225,896","707,467"
"04/28/2008","W","1,009,567","606,882","1,616,449"
"04/29/2008","W","1,091,930","652,034","1,743,964"
"04/30/2008","W","1,104,713","662,503","1,767,216"
"05/01/2008","W","1,129,443","680,679","1,810,122"
"05/02/2008","W","1,082,350","641,332","1,723,682"
"05/03/2008","A","716,121","344,446","1,060,567"
"05/04/2008","U","536,640","245,821","782,461"
"05/05/2008","W","1,111,775","633,266","1,745,041"
"05/06/2008","W","1,122,716","651,484","1,774,200"
"05/07/2008","W","1,045,666","631,068","1,676,734"
"05/08/2008","W","1,112,033","655,364","1,767,397"
"05/09/2008","W","1,117,011","659,889","1,776,900"
"05/10/2008","A","742,741","326,525","1,069,266"
"05/11/2008","U","409,987","193,452","603,439"
"05/12/2008","W","1,070,403","630,574","1,700,977"
"05/13/2008","W","1,092,576","652,724","1,745,300"
"05/14/2008","W","1,083,589","650,904","1,734,493"
"05/15/2008","W","1,092,014","662,730","1,754,744"
"05/16/2008","W","1,110,816","668,057","1,778,873"
"05/17/2008","A","749,048","350,884","1,099,932"
"05/18/2008","U","518,114","248,679","766,793"
"05/19/2008","W","1,076,847","614,865","1,691,712"
"05/20/2008","W","1,085,719","634,661","1,720,380"
"05/21/2008","W","1,108,988","647,342","1,756,330"
"05/22/2008","W","1,097,500","649,513","1,747,013"
"05/23/2008","W","1,074,370","622,769","1,697,139"
"05/24/2008","A","692,374","371,905","1,064,279"
"05/25/2008","U","502,997","284,612","787,609"
"05/26/2008","U","460,848","274,870","735,718"
"05/27/2008","W","1,026,141","626,634","1,652,775"
"05/28/2008","W","1,105,899","647,402","1,753,301"
"05/29/2008","W","1,090,598","653,634","1,744,232"
"05/30/2008","W","1,079,526","637,842","1,717,368"
"05/31/2008","A","788,945","374,327","1,163,272"
"06/01/2008","U","566,162","279,274","845,436"
"06/02/2008","W","1,098,574","638,006","1,736,580"
"06/03/2008","W","1,073,873","643,040","1,716,913"
"06/04/2008","W","1,114,498","656,098","1,770,596"
"06/05/2008","W","1,104,182","673,642","1,777,824"
"06/06/2008","W","1,087,144","661,938","1,749,082"
"06/07/2008","A","708,308","358,623","1,066,931"
"06/08/2008","U","494,209","281,814","776,023"
"06/09/2008","W","1,032,999","630,410","1,663,409"
"06/10/2008","W","1,117,614","685,952","1,803,566"
"06/11/2008","W","1,100,852","696,784","1,797,636"
"06/12/2008","W","1,026,283","681,143","1,707,426"
"06/13/2008","W","1,084,190","655,268","1,739,458"
"06/14/2008","A","785,252","368,109","1,153,361"
"06/15/2008","U","495,972","235,961","731,933"
"06/16/2008","W","999,214","614,395","1,613,609"
"06/17/2008","W","1,033,341","643,362","1,676,703"
"06/18/2008","W","1,043,814","654,284","1,698,098"
"06/19/2008","W","1,037,717","659,852","1,697,569"
"06/20/2008","W","996,558","662,324","1,658,882"
"06/21/2008","A","741,561","399,150","1,140,711"
"06/22/2008","U","531,761","282,226","813,987"
"06/23/2008","W","1,019,631","625,987","1,645,618"
"06/24/2008","W","1,046,337","666,522","1,712,859"
"06/25/2008","W","1,005,969","662,936","1,668,905"
"06/26/2008","W","1,052,301","685,526","1,737,827"
"06/27/2008","W","1,019,687","693,555","1,713,242"
"06/28/2008","A","730,245","483,016","1,213,261"
"06/29/2008","U","505,046","412,562","917,608"
"06/30/2008","W","1,037,295","679,631","1,716,926"
"07/01/2008","W","1,098,281","694,175","1,792,456"
"07/02/2008","W","1,043,654","675,750","1,719,404"
"07/03/2008","W","1,143,777","905,742","2,049,519"
